ID,Time Stamp,Consolidating Time,Memory Items,Learning Loop?,Forgetting Loop?
36,22:46:52.791,0.0,4,false,false
37,22:46:54.954,0.0,4,false,false
38,22:46:57.444,0.0,4,false,false
39,22:46:58.626,0.0,4,false,false
40,22:47:00.472,0.0,4,false,false
41,22:47:01.942,0.0,4,false,false
42,22:47:03.130,0.0,4,false,false
43,22:47:05.998,0.0,4,false,false
44,22:47:07.146,0.0,4,false,false
45,22:47:16.351,0.532483,4,true,true
46,22:47:24.117,0.145067,5,true,false
47,22:47:26.062,0.0,5,false,false
48,22:47:37.763,0.177266,6,true,false
49,22:48:01.607,0.2044,7,true,false
ID,Time Stamp,Consolidating Time,Memory Items,Learning Loop?,Forgetting Loop?
2,22:51:58.216,0.0,0,false,false
3,22:52:00.162,1.691222,1,true,false
4,22:52:01.896,0.110115,2,true,false
5,22:52:03.114,0.0,2,false,false
6,22:52:05.256,0.086201,3,true,false
7,22:52:08.998,0.132386,4,true,false
8,22:52:15.994,0.485167,5,true,false
9,22:52:17.529,0.0,5,false,false
10,22:52:19.084,0.0,5,false,false
11,22:52:20.654,0.0,5,false,false
12,22:52:22.247,0.0,5,false,false
13,22:52:23.803,0.0,5,false,false
14,22:52:25.426,0.0,5,false,false
15,22:52:27.030,0.0,5,false,false
16,22:52:28.676,0.0,5,false,false
17,22:52:31.163,0.0,5,false,false
18,22:52:32.953,0.0,5,false,false
19,22:52:34.683,0.0,5,false,false
20,22:53:00.056,0.499384,5,true,true
21,22:53:09.689,1.206844,6,true,false
22,22:53:12.544,0.0,6,false,false
23,22:53:14.060,0.0,6,false,false
24,22:53:15.997,0.0,6,false,false
25,22:53:17.653,0.0,6,false,false
26,22:53:19.187,0.0,6,false,false
27,22:53:21.523,0.0,6,false,false
28,22:53:22.884,0.0,6,false,false
29,22:53:24.323,0.0,6,false,false
30,22:53:26.270,0.0,6,false,false
31,22:53:27.865,0.0,6,false,false
32,22:53:30.040,0.0,6,false,false
33,22:53:31.938,0.0,6,false,false
34,22:53:33.233,0.0,6,false,false
35,22:53:55.042,0.213707,6,true,true
36,22:54:10.768,0.151124,7,true,false
37,22:54:12.409,0.0,7,false,false
38,22:54:39.771,0.165976,8,true,false
39,22:55:13.146,0.810812,9,true,false
40,22:55:59.562,1.435705,10,true,false
41,22:57:06.396,0.24061,11,true,false
42,22:57:11.558,0.0,11,false,false
43,22:57:15.866,0.0,11,false,false
44,22:57:20.315,0.0,11,false,false
45,23:00:22.636,0.240724,11,true,true
46,23:02:21.304,0.250169,12,true,false
47,23:02:31.362,0.0,12,false,false
48,23:02:37.765,0.0,12,false,false
ID,Time Stamp,Consolidating Time,Memory Items,Learning Loop?,Forgetting Loop?
2,23:08:35.787,0.0,0,false,false
3,23:08:36.784,0.0,0,false,false
4,23:08:37.780,0.0,0,false,false
5,23:08:38.770,0.0,0,false,false
6,23:08:39.803,0.0,0,false,false
7,23:08:40.773,0.0,0,false,false
8,23:08:41.780,0.0,0,false,false
9,23:08:42.795,0.0,0,false,false
10,23:08:43.776,0.0,0,false,false
11,23:08:44.785,0.0,0,false,false
12,23:08:45.786,0.0,0,false,false
13,23:08:46.792,0.0,0,false,false
14,23:08:47.781,0.0,0,false,false
15,23:08:48.789,0.0,0,false,false
16,23:08:50.766,2.554294,1,true,false
17,23:08:52.461,0.128904,2,true,false
18,23:08:53.646,0.0,2,false,false
19,23:08:56.164,0.087627,3,true,false
20,23:08:57.542,0.0,3,false,false
21,23:09:01.829,0.112939,4,true,false
22,23:09:03.425,0.0,4,false,false
23,23:09:04.856,0.0,4,false,false
24,23:09:06.340,0.0,4,false,false
25,23:09:08.009,0.0,4,false,false
26,23:09:11.894,0.0,4,false,false
27,23:09:16.155,0.0,4,false,false
28,23:09:19.421,0.0,4,false,false
29,23:09:21.509,0.0,4,false,false
30,23:09:23.744,0.0,4,false,false
31,23:09:25.175,0.0,4,false,false
32,23:09:26.543,0.0,4,false,false
33,23:09:38.592,0.189993,4,true,true
34,23:09:46.877,1.698529,5,true,false
35,23:09:49.925,0.0,5,false,false
36,23:09:52.033,0.0,5,false,false
37,23:09:54.022,0.0,5,false,false
38,23:09:55.754,0.0,5,false,false
39,23:09:57.618,0.0,5,false,false
40,23:09:59.732,0.0,5,false,false
41,23:10:00.960,0.0,5,false,false
42,23:10:02.127,0.0,5,false,false
43,23:10:03.400,0.0,5,false,false
44,23:10:05.848,0.0,5,false,false
45,23:10:07.515,0.0,5,false,false
46,23:10:09.145,0.0,5,false,false
47,23:10:21.830,0.187425,5,true,true
48,23:10:34.250,0.112197,6,true,false
49,23:10:35.609,0.0,6,false,false
50,23:10:51.850,0.422046,7,true,false
51,23:10:55.286,0.0,7,false,false
52,23:11:23.017,0.822229,8,true,false
53,23:12:03.535,0.280389,9,true,false
54,23:12:58.871,0.99512,10,true,false
55,23:13:03.573,0.0,10,false,false
56,23:13:08.275,0.0,10,false,false
57,23:13:13.087,0.0,10,false,false
58,23:16:10.590,0.285808,10,true,true
59,23:17:55.880,0.211327,11,true,false
60,23:18:02.891,0.0,11,false,false
61,23:18:09.217,0.0,11,false,false
62,23:20:43.845,0.421354,12,true,false
63,23:20:51.191,0.0,12,false,false
64,23:20:58.696,0.0,12,false,false
65,23:21:10.520,0.0,12,false,false
66,23:21:17.680,0.0,12,false,false
ID,Time Stamp,Consolidating Time,Memory Items,Learning Loop?,Forgetting Loop?
2,00:05:02.379,0.0,0,false,false
3,00:05:03.315,0.0,0,false,false
4,00:05:04.339,0.0,0,false,false
5,00:05:05.365,0.0,0,false,false
6,00:05:06.355,0.0,0,false,false
7,00:05:07.354,0.0,0,false,false
8,00:05:08.368,0.0,0,false,false
9,00:05:09.355,0.0,0,false,false
10,00:05:10.386,0.0,0,false,false
11,00:05:11.365,0.0,0,false,false
12,00:05:12.423,0.0,0,false,false
13,00:05:13.389,0.0,0,false,false
14,00:05:14.418,0.0,0,false,false
15,00:05:15.405,0.0,0,false,false
16,00:05:16.434,0.0,0,false,false
17,00:05:17.409,0.0,0,false,false
18,00:05:18.424,0.0,0,false,false
19,00:05:19.420,0.0,0,false,false
20,00:05:20.426,0.0,0,false,false
21,00:05:21.431,0.0,0,false,false
22,00:05:22.432,0.0,0,false,false
23,00:05:23.433,0.0,0,false,false
24,00:05:24.441,0.0,0,false,false
25,00:05:25.437,0.0,0,false,false
26,00:05:26.433,0.0,0,false,false
27,00:05:28.300,6.411726,1,true,false
28,00:05:30.122,0.188185,2,true,false
29,00:05:32.378,0.0,2,false,false
30,00:05:34.293,0.0,2,false,false
31,00:05:36.866,0.087269,2,true,true
32,00:05:39.453,0.094208,3,true,false
33,00:05:40.734,0.0,3,false,false
34,00:05:45.807,0.848791,4,true,false
35,00:05:47.200,0.0,4,false,false
36,00:05:48.639,0.0,4,false,false
37,00:06:02.077,0.606889,4,true,true
38,00:06:03.134,0.0,4,false,false
39,00:06:04.258,0.0,4,false,false
40,00:06:05.475,0.0,4,false,false
41,00:06:06.773,0.0,4,false,false
42,00:06:08.048,0.0,4,false,false
43,00:06:20.783,0.646847,4,true,true
44,00:06:21.991,0.0,4,false,false
45,00:06:35.803,0.485241,5,true,false
46,00:06:48.311,0.102267,6,true,false
47,00:06:50.309,0.0,6,false,false
48,00:06:53.657,0.0,6,false,false
49,00:06:55.769,0.0,6,false,false
50,00:06:58.967,0.0,6,false,false
51,00:07:01.291,0.0,6,false,false
52,00:07:04.577,0.0,6,false,false
53,00:07:07.614,0.0,6,false,false
54,00:07:10.455,0.0,6,false,false
55,00:07:12.527,0.0,6,false,false
56,00:07:14.156,0.0,6,false,false
57,00:07:16.146,0.0,6,false,false
58,00:07:18.202,0.0,6,false,false
59,00:07:49.343,0.460499,6,true,true
60,00:08:14.535,0.662218,7,true,false
61,00:08:16.870,0.0,7,false,false
62,00:08:49,0.159809,8,true,false
63,00:09:42.525,1.516819,9,true,false
64,00:09:48.436,0.0,9,false,false
ID,Time Stamp,Consolidating Time,Memory Items,Learning Loop?,Forgetting Loop?
2,00:18:39.165,0.0,0,false,false
3,00:18:40.159,0.0,0,false,false
4,00:18:41.177,0.0,0,false,false
5,00:18:42.171,0.0,0,false,false
6,00:18:43.194,0.0,0,false,false
7,00:18:44.202,0.0,0,false,false
8,00:18:45.178,0.0,0,false,false
9,00:18:46.185,0.0,0,false,false
10,00:18:47.177,0.0,0,false,false
11,00:18:49.005,3.933772,1,true,false
12,00:18:50.636,0.152817,2,true,false
13,00:18:52.006,0.0,2,false,false
14,00:18:53.129,0.0,2,false,false
15,00:18:55.924,0.090225,2,true,true
16,00:18:58.179,0.106652,3,true,false
17,00:18:59.618,0.0,3,false,false
18,00:19:01.236,0.0,3,false,false
19,00:19:02.943,0.0,3,false,false
20,00:19:04.396,0.0,3,false,false
21,00:19:05.649,0.0,3,false,false
22,00:19:07.210,0.0,3,false,false
23,00:19:09.687,0.0,3,false,false
24,00:19:11.019,0.0,3,false,false
25,00:19:12.474,0.0,3,false,false
26,00:19:13.758,0.0,3,false,false
27,00:19:15.334,0.0,3,false,false
28,00:19:16.875,0.0,3,false,false
29,00:19:26.129,0.104716,3,true,true
30,00:19:33.780,0.139484,4,true,false
31,00:19:36.738,0.0,4,false,false
32,00:19:39.547,0.0,4,false,false
33,00:19:53.885,0.458988,4,true,true
34,00:19:55.751,0.0,4,false,false
35,00:19:57.132,0.0,4,false,false
36,00:19:59.260,0.0,4,false,false
37,00:20:09.440,0.149096,4,true,true
38,00:20:12.209,0.0,4,false,false
39,00:20:16.102,0.0,4,false,false
40,00:20:17.612,0.0,4,false,false
41,00:20:19.209,0.0,4,false,false
42,00:20:34.260,0.07952,4,true,true
43,00:20:43.225,0.106399,5,true,false
44,00:20:57.430,0.299265,6,true,false
45,00:21:02.190,0.0,6,false,false
46,00:21:31.448,1.124665,7,true,false
47,00:22:09.328,0.141422,8,true,false
48,00:22:58.097,0.158146,9,true,false
49,00:24:06.990,1.046483,10,true,false
50,00:24:12.495,0.0,10,false,false
51,00:24:18.353,0.0,10,false,false
52,00:24:25.332,0.0,10,false,false
53,00:27:38.835,0.213717,10,true,true
54,00:29:46.146,0.278875,11,true,false
55,00:29:54.720,0.0,11,false,false
56,00:30:03.745,0.0,11,false,false
ID,Time Stamp,Consolidating Time,Memory Items,Learning Loop?,Forgetting Loop?
ID,Time Stamp,Consolidating Time,Memory Items,Learning Loop?,Forgetting Loop?
2,00:36:53.962,0.0,0,false,false
3,00:36:54.946,0.0,0,false,false
4,00:36:55.989,0.0,0,false,false
5,00:36:56.956,0.0,0,false,false
6,00:36:58.002,0.0,0,false,false
7,00:36:59.031,0.0,0,false,false
8,00:36:59.990,0.0,0,false,false
9,00:37:00.992,0.0,0,false,false
10,00:37:01.997,0.0,0,false,false
11,00:37:02.999,0.0,0,false,false
12,00:37:04.014,0.0,0,false,false
13,00:37:05.003,0.0,0,false,false
14,00:37:06.008,0.0,0,false,false
15,00:37:07.015,0.0,0,false,false
16,00:37:08.035,0.0,0,false,false
17,00:37:09.832,2.71189,1,true,false
18,00:37:11.500,0.101263,2,true,false
19,00:37:12.646,0.0,2,false,false
20,00:37:14.656,0.097226,3,true,false
21,00:37:15.790,0.0,3,false,false
22,00:37:19.409,0.131488,4,true,false
23,00:37:20.657,0.0,4,false,false
24,00:37:21.882,0.0,4,false,false
25,00:37:23.136,0.0,4,false,false
26,00:37:24.389,0.0,4,false,false
27,00:37:25.647,0.0,4,false,false
28,00:37:26.955,0.0,4,false,false
29,00:37:28.204,0.0,4,false,false
30,00:37:29.538,0.0,4,false,false
31,00:37:30.915,0.0,4,false,false
32,00:37:31.879,0.0,4,false,false
33,00:37:32.900,0.0,4,false,false
34,00:37:44.239,0.104972,4,true,true
35,00:37:50.840,2.604804,5,true,false
36,00:37:53.552,0.0,5,false,false
37,00:37:56.139,0.0,5,false,false
38,00:37:57.875,0.0,5,false,false
39,00:38:00.545,0.0,5,false,false
40,00:38:02.389,0.0,5,false,false
41,00:38:04.121,0.0,5,false,false
42,00:38:06.791,0.0,5,false,false
43,00:38:08.421,0.0,5,false,false
44,00:38:09.865,0.0,5,false,false
45,00:38:11.556,0.0,5,false,false
46,00:38:12.842,0.0,5,false,false
47,00:38:14.440,0.0,5,false,false
48,00:38:25.015,0.31227,5,true,true
49,00:38:33.343,0.110136,6,true,false
50,00:38:34.793,0.0,6,false,false
51,00:38:51.189,0.444513,7,true,false
52,00:38:53.936,0.0,7,false,false
53,00:39:17.533,0.605027,8,true,false
54,00:39:48.706,1.093209,9,true,false
55,00:40:39.249,1.91721,10,true,false
56,00:40:45.042,0.0,10,false,false
57,00:40:48.693,0.0,10,false,false
58,00:40:52.491,0.0,10,false,false
59,00:42:57.020,0.235259,10,true,true
60,00:44:14.924,0.213529,11,true,false
61,00:44:19.843,0.0,11,false,false
62,00:44:28.749,0.0,11,false,false
